x,y
-3.186022468972758,-0.12648965031212253
0.39273722234676356,3.3963178012350204
-4.817696445929749,-0.03239079184004501
-1.577942264153112,0.06978343707055529
-8.935572747258735,0.017409301229711405
-0.5927577309913801,0.7271370497784083
4.9343346566614485,4.475376836896633
-7.722023693571794,0.024865171808002722
5.6164017989654305,4.506522215281088
-5.407019380691105,0.011715955817819928
1.6010666074328483,4.511663487981004
-5.550963838205454,-0.036122576378682644
-3.583489431933435,-0.06970887160928085
-5.223765698375125,0.003031694197168501
0.2530549839771208,2.9435340657223343
-8.073227346316303,-0.009958534326367873
6.562835907500471,4.4220804514630885
4.957488458371177,4.471752831838561
-6.7390696465411875,0.02890131719578711
6.789947890951858,4.578816560809626
-4.683476596016747,-0.010249866283084972
7.88283532831176,4.514181221100847
-4.672544507796315,-0.08474457362115824
-6.398047843964008,-0.018366535235155208
-3.3473063503127882,-0.0984933880573796
-9.373002627080403,-0.04911647781844448
-4.784001545072158,0.013132656670115476
-3.6363273533619855,0.03644642718049955
-5.255304982005235,-0.030478944446157355
-8.450866286890864,0.05599329875635327
-4.638200560037369,0.01969959672416456
-6.095493307446695,-0.0498142501173637
9.448116809903595,4.5288654786424045
-1.8162081771851373,0.015519272003495503
8.931352481030924,4.5479742164508155
-6.427342568283856,0.026792007160049456
9.639363155234108,4.439721492625896
1.1575990366978335,4.342836476880444
-2.373627327332242,-0.015372796121192769
9.033972582049827,4.546409689856046
-6.856652909390045,-0.006107026011818036
3.017532469654885,4.495061124976878
-8.081022121113808,0.0011553378332639246
-5.929525291074233,-0.04398057083484554
-2.9889102346777214,0.043201422741908184
6.731394306253705,4.54228651580041
-4.803568936905034,-0.10806162419487002
6.893556664475142,4.5412069334503595
-0.08994616359306384,1.9524777352313862
-3.067276170502719,-0.04031230250906812
